Date,DeviceSerialNumber,SensorType,Value,Unit,Status
2021-12-28 8k:55,CH20211110,Humidity,46.2,%,good
2021-12-28 9k:00,CH20211110,Humidity,46.3,%,good
2021-12-28 9k:05,CH20211110,Humidity,46.1,%,good
2021-12-28 9k:10,CH20211110,Humidity,45.9,%,good
2021-12-28 9k:15,CH20211110,Humidity,46.2,%,good
2021-12-28 9k:20,CH20211110,Humidity,46,%,good
2021-12-28 9k:25,CH20211110,Humidity,45.8,%,good
2021-12-28 9k:30,CH20211110,Humidity,45.7,%,good
2021-12-28 9k:35,CH20211110,Humidity,45.6,%,good
2021-12-28 9k:40,CH20211110,Humidity,45.5,%,good
2021-12-28 9k:45,CH20211110,Humidity,45.4,%,good
2021-12-28 9k:50,CH20211110,Humidity,45.4,%,good
2021-12-28 9k:55,CH20211110,Humidity,45.5,%,good
2021-12-28 10k:00,CH20211110,Humidity,45.5,%,good
2021-12-28 10k:05,CH20211110,Humidity,45.5,%,good
2021-12-28 10k:10,CH20211110,Humidity,45.5,%,good
2021-12-28 10k:15,CH20211110,Humidity,45.5,%,good
2021-12-28 10k:20,CH20211110,Humidity,45.5,%,good
2021-12-28 10k:25,CH20211110,Humidity,45.6,%,good
2021-12-28 10k:30,CH20211110,Humidity,45.6,%,good
2021-12-28 10k:35,CH20211110,Humidity,45.7,%,good
2021-12-28 10k:40,CH20211110,Humidity,45.8,%,good
2021-12-28 10k:45,CH20211110,Humidity,46,%,good
2021-12-28 10k:50,CH20211110,Humidity,46,%,good
2021-12-28 10k:55,CH20211110,Humidity,46.1,%,good
2021-12-28 11k:00,CH20211110,Humidity,46.1,%,good
2021-12-28 11k:05,CH20211110,Humidity,46.1,%,good
2021-12-28 11k:10,CH20211110,Humidity,45.9,%,good
2021-12-28 11k:15,CH20211110,Humidity,45.8,%,good
2021-12-28 11k:20,CH20211110,Humidity,45.9,%,good
2021-12-28 11k:25,CH20211110,Humidity,46.4,%,good
2021-12-28 11k:30,CH20211110,Humidity,46.6,%,good
2021-12-28 11k:35,CH20211110,Humidity,46.7,%,good
2021-12-28 11k:40,CH20211110,Humidity,46.7,%,good
2021-12-28 11k:45,CH20211110,Humidity,46.8,%,good
2021-12-28 11k:50,CH20211110,Humidity,47,%,good
2021-12-28 11k:55,CH20211110,Humidity,47.2,%,good
2021-12-28 12k:00,CH20211110,Humidity,47.3,%,good
2021-12-28 12k:05,CH20211110,Humidity,47.5,%,good
2021-12-28 12k:10,CH20211110,Humidity,47.3,%,good
2021-12-28 12k:15,CH20211110,Humidity,47.1,%,good
2021-12-28 12k:20,CH20211110,Humidity,46.9,%,good
2021-12-28 12k:25,CH20211110,Humidity,46.6,%,good
2021-12-28 12k:30,CH20211110,Humidity,46.4,%,good
2021-12-28 12k:35,CH20211110,Humidity,46.2,%,good
2021-12-28 12k:40,CH20211110,Humidity,46,%,good
2021-12-28 12k:45,CH20211110,Humidity,45.8,%,good
2021-12-28 12k:50,CH20211110,Humidity,45.7,%,good
2021-12-28 12k:55,CH20211110,Humidity,45.6,%,good
2021-12-28 13k:00,CH20211110,Humidity,45.8,%,good
2021-12-28 13k:05,CH20211110,Humidity,45.9,%,good
2021-12-28 13k:15,CH20211110,Humidity,46.5,%,good
2021-12-28 13k:20,CH20211110,Humidity,47.1,%,good
2021-12-28 13k:25,CH20211110,Humidity,47.2,%,error
2021-12-28 13k:30,CH20211110,Humidity,47.2,%,error
2021-12-28 13k:35,CH20211110,Humidity,47.2,%,error
2021-12-28 13k:40,CH20211110,Humidity,47.2,%,error
2021-12-28 13k:45,CH20211110,Humidity,50.8,%,error
2021-12-28 13k:50,CH20211110,Humidity,50.8,%,error
2021-12-28 13k:55,CH20211110,Humidity,50.8,%,error
2021-12-28 14k:00,CH20211110,Humidity,50.8,%,error
2021-12-28 14k:05,CH20211110,Humidity,58.7,%,good
2021-12-28 14k:10,CH20211110,Humidity,55.5,%,good
2021-12-28 14k:15,CH20211110,Humidity,52.7,%,good
2021-12-28 14k:20,CH20211110,Humidity,50.9,%,good
2021-12-28 14k:25,CH20211110,Humidity,49,%,good
2021-12-28 14k:30,CH20211110,Humidity,48.3,%,good
2021-12-28 14k:35,CH20211110,Humidity,48.6,%,good
2021-12-28 14k:40,CH20211110,Humidity,48.6,%,good
2021-12-28 14k:45,CH20211110,Humidity,48.7,%,error
2021-12-28 14k:50,CH20211110,Humidity,48.7,%,error
2021-12-28 14k:55,CH20211110,Humidity,48.5,%,good
2021-12-28 15k:00,CH20211110,Humidity,48.5,%,good
2021-12-28 15k:05,CH20211110,Humidity,48.4,%,good
2021-12-28 15k:10,CH20211110,Humidity,48.4,%,good
2021-12-28 15k:15,CH20211110,Humidity,48.4,%,error
2021-12-28 15k:20,CH20211110,Humidity,48.4,%,error
2021-12-28 15k:25,CH20211110,Humidity,48.4,%,error
2021-12-28 15k:30,CH20211110,Humidity,48.4,%,error
2021-12-28 15k:35,CH20211110,Humidity,48.4,%,error
2021-12-28 15k:40,CH20211110,Humidity,48.4,%,error
2021-12-28 15k:45,CH20211110,Humidity,48,%,error
2021-12-28 15k:50,CH20211110,Humidity,48,%,error
2021-12-28 15k:55,CH20211110,Humidity,48,%,error
2021-12-28 16k:00,CH20211110,Humidity,48,%,error
2021-12-28 16k:05,CH20211110,Humidity,48.9,%,error
2021-12-28 16k:10,CH20211110,Humidity,48.9,%,error
2021-12-28 16k:15,CH20211110,Humidity,48.9,%,error
2021-12-28 16k:20,CH20211110,Humidity,48.9,%,error
2021-12-28 16k:25,CH20211110,Humidity,48.9,%,error
2021-12-28 16k:30,CH20211110,Humidity,47.5,%,error
2021-12-28 16k:35,CH20211110,Humidity,47.5,%,error
2021-12-28 16k:40,CH20211110,Humidity,47.5,%,error
2021-12-28 16k:45,CH20211110,Humidity,47.5,%,error
2021-12-28 16k:50,CH20211110,Humidity,47.5,%,error
2021-12-28 16k:55,CH20211110,Humidity,48.2,%,good
2021-12-28 17k:00,CH20211110,Humidity,47.8,%,good
2021-12-28 17k:05,CH20211110,Humidity,47.5,%,good
2021-12-28 17k:10,CH20211110,Humidity,46.7,%,good
2021-12-28 17k:15,CH20211110,Humidity,46.4,%,good
2021-12-28 17k:20,CH20211110,Humidity,46.1,%,good
2021-12-28 17k:25,CH20211110,Humidity,45.9,%,good
2021-12-28 17k:30,CH20211110,Humidity,46,%,good
2021-12-28 17k:35,CH20211110,Humidity,46.1,%,good
2021-12-28 17k:40,CH20211110,Humidity,46.2,%,good
2021-12-28 17k:45,CH20211110,Humidity,46.6,%,good
2021-12-28 17k:50,CH20211110,Humidity,47,%,good
2021-12-28 17k:55,CH20211110,Humidity,47.6,%,good
2021-12-28 18k:00,CH20211110,Humidity,47.7,%,good
2021-12-28 18k:05,CH20211110,Humidity,47.4,%,good
2021-12-28 18k:55,CH20211110,Humidity,44.9,%,good
2021-12-28 19k:00,CH20211110,Humidity,44.3,%,good
2021-12-28 19k:05,CH20211110,Humidity,44.1,%,good
2021-12-28 20k:10,CH20211110,Humidity,42.5,%,good
2021-12-28 20k:25,CH20211110,Humidity,42.8,%,good
2021-12-28 20k:30,CH20211110,Humidity,42.7,%,good
2021-12-28 20k:35,CH20211110,Humidity,42.6,%,good
2021-12-28 20k:40,CH20211110,Humidity,42.5,%,good
2021-12-28 20k:45,CH20211110,Humidity,42.4,%,good
2021-12-28 20k:50,CH20211110,Humidity,42.3,%,good
2021-12-28 20k:55,CH20211110,Humidity,42.1,%,good
2021-12-28 21k:00,CH20211110,Humidity,41.9,%,good
2021-12-28 21k:05,CH20211110,Humidity,41.8,%,good
2021-12-28 21k:10,CH20211110,Humidity,41.8,%,good
2021-12-28 21k:15,CH20211110,Humidity,41.8,%,good
2021-12-28 21k:20,CH20211110,Humidity,41.7,%,good
2021-12-28 21k:25,CH20211110,Humidity,41.6,%,good
2021-12-28 21k:30,CH20211110,Humidity,41.5,%,good
2021-12-28 21k:35,CH20211110,Humidity,41.3,%,good
2021-12-28 21k:40,CH20211110,Humidity,41.4,%,good
2021-12-28 21k:45,CH20211110,Humidity,41.5,%,good
2021-12-28 21k:50,CH20211110,Humidity,41.7,%,good
2021-12-28 21k:55,CH20211110,Humidity,41.7,%,good
2021-12-28 22k:00,CH20211110,Humidity,41.8,%,good
2021-12-28 22k:05,CH20211110,Humidity,41.8,%,good
2021-12-28 22k:10,CH20211110,Humidity,41.9,%,good
2021-12-28 22k:15,CH20211110,Humidity,42,%,good
2021-12-28 22k:20,CH20211110,Humidity,42,%,good
2021-12-28 22k:25,CH20211110,Humidity,42.1,%,good
2021-12-28 22k:30,CH20211110,Humidity,42.3,%,good
2021-12-28 22k:35,CH20211110,Humidity,42.4,%,good
2021-12-28 22k:40,CH20211110,Humidity,42.5,%,good
2021-12-28 22k:45,CH20211110,Humidity,42.8,%,good
2021-12-28 22k:50,CH20211110,Humidity,42.9,%,good
2021-12-28 22k:55,CH20211110,Humidity,42.9,%,good
2021-12-28 23k:00,CH20211110,Humidity,42.8,%,good
2021-12-28 23k:05,CH20211110,Humidity,42.6,%,good
2021-12-28 23k:10,CH20211110,Humidity,42.4,%,good
2021-12-28 0k:00,CH20211110,Light,48,Lux,good
2021-12-28 0k:05,CH20211110,Light,48,Lux,good
2021-12-28 0k:10,CH20211110,Light,48,Lux,good
2021-12-28 0k:15,CH20211110,Light,48,Lux,good
2021-12-28 0k:20,CH20211110,Light,48,Lux,good
2021-12-28 0k:25,CH20211110,Light,48,Lux,good
2021-12-28 0k:30,CH20211110,Light,48,Lux,good
2021-12-28 0k:35,CH20211110,Light,48,Lux,good
2021-12-28 0k:40,CH20211110,Light,48,Lux,good
2021-12-28 0k:45,CH20211110,Light,48,Lux,good
2021-12-28 0k:50,CH20211110,Light,48,Lux,good
2021-12-28 0k:55,CH20211110,Light,48,Lux,good
2021-12-28 1k:00,CH20211110,Light,48,Lux,good
2021-12-28 1k:05,CH20211110,Light,48,Lux,good
2021-12-28 1k:10,CH20211110,Light,48,Lux,good
2021-12-28 1k:15,CH20211110,Light,48,Lux,good
2021-12-28 1k:20,CH20211110,Light,48,Lux,good
2021-12-28 1k:25,CH20211110,Light,48,Lux,good
2021-12-28 1k:30,CH20211110,Light,48,Lux,good
2021-12-28 1k:35,CH20211110,Light,48,Lux,good
2021-12-28 1k:40,CH20211110,Light,48,Lux,good
2021-12-28 1k:45,CH20211110,Light,48,Lux,good
2021-12-28 1k:50,CH20211110,Light,48,Lux,good
2021-12-28 1k:55,CH20211110,Light,48,Lux,good
2021-12-28 2k:00,CH20211110,Light,48,Lux,good
2021-12-28 2k:05,CH20211110,Light,48,Lux,good
2021-12-28 2k:10,CH20211110,Light,48,Lux,good
2021-12-28 2k:15,CH20211110,Light,48,Lux,good
2021-12-28 2k:20,CH20211110,Light,48,Lux,good
2021-12-28 2k:25,CH20211110,Light,48,Lux,good
2021-12-28 2k:30,CH20211110,Light,48,Lux,good
2021-12-28 2k:35,CH20211110,Light,48,Lux,good
2021-12-28 2k:40,CH20211110,Light,48,Lux,good
2021-12-28 2k:45,CH20211110,Light,48,Lux,good
2021-12-28 2k:50,CH20211110,Light,48,Lux,good
2021-12-28 2k:55,CH20211110,Light,48,Lux,good
2021-12-28 3k:00,CH20211110,Light,48,Lux,good
2021-12-28 3k:05,CH20211110,Light,48,Lux,good
2021-12-28 3k:10,CH20211110,Light,48,Lux,good
2021-12-28 3k:15,CH20211110,Light,48,Lux,good
2021-12-28 3k:20,CH20211110,Light,48,Lux,good
2021-12-28 3k:25,CH20211110,Light,48,Lux,good
2021-12-28 3k:30,CH20211110,Light,48,Lux,good
2021-12-28 3k:35,CH20211110,Light,48,Lux,good
2021-12-28 3k:40,CH20211110,Light,48,Lux,good
2021-12-28 3k:45,CH20211110,Light,48,Lux,good
2021-12-28 3k:50,CH20211110,Light,48,Lux,good
2021-12-28 3k:55,CH20211110,Light,48,Lux,good
2021-12-28 4k:00,CH20211110,Light,48,Lux,good
2021-12-28 4k:05,CH20211110,Light,48,Lux,good
2021-12-28 4k:10,CH20211110,Light,48,Lux,good
2021-12-28 4k:15,CH20211110,Light,48,Lux,good
2021-12-28 4k:20,CH20211110,Light,48,Lux,good
2021-12-28 4k:25,CH20211110,Light,48,Lux,good
2021-12-28 4k:30,CH20211110,Light,48,Lux,good
2021-12-28 4k:35,CH20211110,Light,48,Lux,good
2021-12-28 4k:40,CH20211110,Light,48,Lux,good
2021-12-28 4k:45,CH20211110,Light,48,Lux,good
2021-12-28 4k:50,CH20211110,Light,48,Lux,good
2021-12-28 4k:55,CH20211110,Light,48,Lux,good
2021-12-28 5k:00,CH20211110,Light,48,Lux,good
2021-12-28 5k:05,CH20211110,Light,48,Lux,good
2021-12-28 5k:10,CH20211110,Light,48,Lux,good
2021-12-28 5k:15,CH20211110,Light,48,Lux,good
2021-12-28 5k:20,CH20211110,Light,48,Lux,good
2021-12-28 5k:25,CH20211110,Light,48,Lux,good
2021-12-28 5k:30,CH20211110,Light,48,Lux,good
2021-12-28 5k:35,CH20211110,Light,48,Lux,good
2021-12-28 5k:40,CH20211110,Light,48,Lux,good
2021-12-28 5k:45,CH20211110,Light,48,Lux,good
2021-12-28 5k:50,CH20211110,Light,48,Lux,good
2021-12-28 5k:55,CH20211110,Light,48,Lux,good
2021-12-28 6k:00,CH20211110,Light,48,Lux,good
2021-12-28 6k:05,CH20211110,Light,48,Lux,good
2021-12-28 6k:10,CH20211110,Light,48,Lux,good
2021-12-28 6k:15,CH20211110,Light,49,Lux,good
2021-12-28 6k:20,CH20211110,Light,50,Lux,good
2021-12-28 6k:25,CH20211110,Light,50,Lux,good
2021-12-28 6k:30,CH20211110,Light,51,Lux,good
2021-12-28 6k:35,CH20211110,Light,51,Lux,good
2021-12-28 6k:40,CH20211110,Light,53,Lux,good
2021-12-28 6k:45,CH20211110,Light,53,Lux,good
2021-12-28 6k:50,CH20211110,Light,53,Lux,good
2021-12-28 6k:55,CH20211110,Light,55,Lux,good
2021-12-28 7k:00,CH20211110,Light,56,Lux,good
2021-12-28 7k:05,CH20211110,Light,57,Lux,good
2021-12-28 7k:10,CH20211110,Light,57,Lux,good
2021-12-28 7k:15,CH20211110,Light,58,Lux,good
2021-12-28 7k:20,CH20211110,Light,59,Lux,good
2021-12-28 7k:25,CH20211110,Light,60,Lux,good
2021-12-28 7k:30,CH20211110,Light,61,Lux,good
2021-12-28 7k:35,CH20211110,Light,62,Lux,good
2021-12-28 7k:40,CH20211110,Light,63,Lux,good
2021-12-28 7k:45,CH20211110,Light,64,Lux,good
2021-12-28 7k:50,CH20211110,Light,65,Lux,good
2021-12-28 7k:55,CH20211110,Light,66,Lux,good
2021-12-28 8k:00,CH20211110,Light,67,Lux,good
2021-12-28 8k:05,CH20211110,Light,68,Lux,good
2021-12-28 8k:10,CH20211110,Light,70,Lux,good
2021-12-28 8k:15,CH20211110,Light,70,Lux,good
2021-12-28 8k:20,CH20211110,Light,71,Lux,good
2021-12-28 8k:25,CH20211110,Light,72,Lux,good
2021-12-28 8k:30,CH20211110,Light,74,Lux,good
2021-12-28 8k:35,CH20211110,Light,75,Lux,good
2021-12-28 8k:40,CH20211110,Light,77,Lux,good
2021-12-28 8k:45,CH20211110,Light,80,Lux,good
2021-12-28 8k:50,CH20211110,Light,95,Lux,good
2021-12-28 8k:55,CH20211110,Light,98,Lux,good
2021-12-28 9k:00,CH20211110,Light,101,Lux,good
2021-12-28 9k:05,CH20211110,Light,104,Lux,good
2021-12-28 9k:10,CH20211110,Light,107,Lux,good
2021-12-28 9k:15,CH20211110,Light,111,Lux,good
2021-12-28 9k:20,CH20211110,Light,115,Lux,good
2021-12-28 9k:25,CH20211110,Light,119,Lux,good
2021-12-28 9k:30,CH20211110,Light,124,Lux,good
2021-12-28 9k:35,CH20211110,Light,125,Lux,good
2021-12-28 9k:40,CH20211110,Light,128,Lux,good
2021-12-28 9k:45,CH20211110,Light,130,Lux,good
2021-12-28 9k:50,CH20211110,Light,95,Lux,good
2021-12-28 9k:55,CH20211110,Light,123,Lux,good
2021-12-28 10k:00,CH20211110,Light,103,Lux,good
2021-12-28 10k:05,CH20211110,Light,95,Lux,good
2021-12-28 10k:10,CH20211110,Light,94,Lux,good
2021-12-28 10k:15,CH20211110,Light,90,Lux,good
2021-12-28 10k:20,CH20211110,Light,90,Lux,good
2021-12-28 10k:25,CH20211110,Light,87,Lux,good
2021-12-28 10k:30,CH20211110,Light,106,Lux,good
2021-12-28 10k:35,CH20211110,Light,103,Lux,good
2021-12-28 10k:40,CH20211110,Light,129,Lux,good
2021-12-28 10k:45,CH20211110,Light,86,Lux,good
2021-12-28 10k:50,CH20211110,Light,90,Lux,good
2021-12-28 10k:55,CH20211110,Light,92,Lux,good
2021-12-28 11k:00,CH20211110,Light,90,Lux,good
2021-12-28 11k:05,CH20211110,Light,140,Lux,good
2021-12-28 11k:10,CH20211110,Light,92,Lux,good
2021-12-28 11k:15,CH20211110,Light,85,Lux,good
2021-12-28 11k:20,CH20211110,Light,100,Lux,good
2021-12-28 11k:25,CH20211110,Light,97,Lux,good
2021-12-28 11k:30,CH20211110,Light,85,Lux,good
2021-12-28 11k:35,CH20211110,Light,103,Lux,good
2021-12-28 11k:40,CH20211110,Light,95,Lux,good
2021-12-28 11k:45,CH20211110,Light,103,Lux,good
2021-12-28 11k:50,CH20211110,Light,96,Lux,good
2021-12-28 11k:55,CH20211110,Light,90,Lux,good
2021-12-28 12k:00,CH20211110,Light,99,Lux,good
2021-12-28 12k:05,CH20211110,Light,96,Lux,good
2021-12-28 12k:10,CH20211110,Light,91,Lux,good
2021-12-28 12k:15,CH20211110,Light,86,Lux,good
2021-12-28 12k:20,CH20211110,Light,87,Lux,good
2021-12-28 12k:25,CH20211110,Light,92,Lux,good
2021-12-28 12k:30,CH20211110,Light,100,Lux,good
2021-12-28 12k:35,CH20211110,Light,123,Lux,good
2021-12-28 12k:40,CH20211110,Light,101,Lux,good
2021-12-28 12k:45,CH20211110,Light,132,Lux,good
2021-12-28 12k:50,CH20211110,Light,124,Lux,good
2021-12-28 12k:55,CH20211110,Light,126,Lux,good
2021-12-28 13k:00,CH20211110,Light,119,Lux,good
2021-12-28 13k:05,CH20211110,Light,106,Lux,good
2021-12-28 13k:15,CH20211110,Light,97,Lux,good
2021-12-28 13k:20,CH20211110,Light,96,Lux,good
2021-12-28 13k:25,CH20211110,Light,115,Lux,error
2021-12-28 13k:30,CH20211110,Light,115,Lux,error
2021-12-28 13k:35,CH20211110,Light,115,Lux,error
2021-12-28 13k:40,CH20211110,Light,115,Lux,error
2021-12-28 13k:45,CH20211110,Light,93,Lux,error
2021-12-28 13k:50,CH20211110,Light,93,Lux,error
2021-12-28 13k:55,CH20211110,Light,93,Lux,error
2021-12-28 14k:00,CH20211110,Light,93,Lux,error
2021-12-28 14k:05,CH20211110,Light,115,Lux,good
2021-12-28 14k:10,CH20211110,Light,102,Lux,good
2021-12-28 14k:15,CH20211110,Light,101,Lux,good
2021-12-28 14k:20,CH20211110,Light,94,Lux,good
2021-12-28 14k:25,CH20211110,Light,90,Lux,good
2021-12-28 14k:30,CH20211110,Light,92,Lux,good
2021-12-28 14k:35,CH20211110,Light,95,Lux,good
2021-12-28 14k:40,CH20211110,Light,94,Lux,good
2021-12-28 14k:45,CH20211110,Light,95,Lux,error
2021-12-28 14k:50,CH20211110,Light,95,Lux,error
2021-12-28 14k:55,CH20211110,Light,106,Lux,good
2021-12-28 15k:00,CH20211110,Light,114,Lux,good
2021-12-28 15k:05,CH20211110,Light,116,Lux,good
2021-12-28 15k:10,CH20211110,Light,90,Lux,good
2021-12-28 15k:15,CH20211110,Light,79,Lux,error
2021-12-28 15k:20,CH20211110,Light,0,Lux,error
2021-12-28 15k:25,CH20211110,Light,0,Lux,error
2021-12-28 15k:30,CH20211110,Light,0,Lux,error
2021-12-28 15k:35,CH20211110,Light,0,Lux,error
2021-12-28 15k:40,CH20211110,Light,0,Lux,error
2021-12-28 15k:45,CH20211110,Light,136,Lux,error
2021-12-28 15k:50,CH20211110,Light,136,Lux,error
2021-12-28 15k:55,CH20211110,Light,136,Lux,error
2021-12-28 16k:00,CH20211110,Light,136,Lux,error
2021-12-28 16k:05,CH20211110,Light,135,Lux,error
2021-12-28 16k:10,CH20211110,Light,135,Lux,error
2021-12-28 16k:15,CH20211110,Light,135,Lux,error
2021-12-28 16k:20,CH20211110,Light,135,Lux,error
2021-12-28 16k:25,CH20211110,Light,135,Lux,error
2021-12-28 16k:30,CH20211110,Light,125,Lux,error
2021-12-28 16k:35,CH20211110,Light,125,Lux,error
2021-12-28 16k:40,CH20211110,Light,125,Lux,error
2021-12-28 16k:45,CH20211110,Light,125,Lux,error
2021-12-28 16k:50,CH20211110,Light,125,Lux,error
2021-12-28 16k:55,CH20211110,Light,103,Lux,good
2021-12-28 17k:00,CH20211110,Light,97,Lux,good
2021-12-28 17k:05,CH20211110,Light,92,Lux,good
2021-12-28 17k:10,CH20211110,Light,83,Lux,good
2021-12-28 17k:15,CH20211110,Light,76,Lux,good
2021-12-28 17k:20,CH20211110,Light,73,Lux,good
2021-12-28 17k:25,CH20211110,Light,69,Lux,good
