Date,DeviceSerialNumber,SensorType,Value,Unit,Status
2021-11-29 22:25,FH21101008,Light,362,Lux,Good
2021-11-29 22:30,FH21101008,Light,414,Lux,Good
2021-11-29 22:35,FH21101008,Light,409,Lux,Good
2021-11-29 22:40,FH21101008,Light,425,Lux,Good
2021-11-29 22:45,FH21101008,Light,337,Lux,Good
2021-11-29 22:50,FH21101008,Light,425,Lux,Good
2021-11-29 22:55,FH21101008,Light,577,Lux,Good
2021-11-29 23:00,FH21101008,Light,448,Lux,Good
2021-11-29 23:05,FH21101008,Light,548,Lux,Good
2021-11-29 23:10,FH21101008,Light,593,Lux,Good
2021-11-29 23:15,FH21101008,Light,321,Lux,Good
2021-11-29 23:20,FH21101008,Light,423,Lux,Good
2021-11-29 23:25,FH21101008,Light,386,Lux,Good
2021-11-29 23:30,FH21101008,Light,408,Lux,Good
2021-11-29 23:35,FH21101008,Light,559,Lux,Good
2021-11-29 23:40,FH21101008,Light,555,Lux,Good
2021-11-29 23:45,FH21101008,Light,468,Lux,Good
2021-11-29 23:50,FH21101008,Light,389,Lux,Good
2021-11-29 23:55,FH21101008,Light,443,Lux,Good
2021-11-29 15:35,FH21101008,pH,8,pH,Good
2021-11-29 15:40,FH21101008,pH,8,pH,Good
2021-11-29 15:45,FH21101008,pH,8,pH,Good
2021-11-29 15:50,FH21101008,pH,7,pH,Good
2021-11-29 15:55,FH21101008,pH,6,pH,Good
2021-11-29 16:00,FH21101008,pH,7,pH,Good
2021-11-29 16:05,FH21101008,pH,7,pH,Good
2021-11-29 16:10,FH21101008,pH,6,pH,Good
2021-11-29 16:15,FH21101008,pH,8,pH,Good
2021-11-29 16:20,FH21101008,pH,6,pH,Good
2021-11-29 16:25,FH21101008,pH,5,pH,Good
2021-11-29 16:30,FH21101008,pH,6,pH,Good
2021-11-29 16:35,FH21101008,pH,7,pH,Good
2021-11-29 16:40,FH21101008,pH,7,pH,Good
2021-11-29 16:45,FH21101008,pH,8,pH,Good
2021-11-29 16:50,FH21101008,pH,6,pH,Good
2021-11-29 16:55,FH21101008,pH,7,pH,Good
2021-11-29 17:00,FH21101008,pH,5,pH,Good
2021-11-29 17:05,FH21101008,pH,8,pH,Good
2021-11-29 17:10,FH21101008,pH,8,pH,Good
2021-11-29 17:15,FH21101008,pH,7,pH,Good
2021-11-29 17:20,FH21101008,pH,6,pH,Good
2021-11-29 17:25,FH21101008,pH,7,pH,Good
2021-11-29 17:30,FH21101008,pH,7,pH,Good
2021-11-29 17:35,FH21101008,pH,7,pH,Good
2021-11-29 17:40,FH21101008,pH,7,pH,Good
2021-11-29 17:45,FH21101008,pH,8,pH,Good
2021-11-29 17:50,FH21101008,pH,7,pH,Good
2021-11-29 17:55,FH21101008,pH,8,pH,Good
2021-11-29 18:00,FH21101008,pH,7,pH,Good
2021-11-29 18:05,FH21101008,pH,6,pH,Good
2021-11-29 18:10,FH21101008,pH,8,pH,Good
2021-11-29 18:15,FH21101008,pH,5,pH,Good
2021-11-29 18:20,FH21101008,pH,7,pH,Good
2021-11-29 18:25,FH21101008,pH,8,pH,Good
2021-11-29 18:30,FH21101008,pH,6,pH,Good
2021-11-29 18:35,FH21101008,pH,6,pH,Good
2021-11-29 18:40,FH21101008,pH,8,pH,Good
2021-11-29 18:45,FH21101008,pH,6,pH,Good
2021-11-29 18:50,FH21101008,pH,6,pH,Good
2021-11-29 18:55,FH21101008,pH,7,pH,Good
2021-11-29 19:00,FH21101008,pH,7,pH,Good
2021-11-29 19:05,FH21101008,pH,7,pH,Good
2021-11-29 19:10,FH21101008,pH,6,pH,Good
2021-11-29 19:15,FH21101008,pH,6,pH,Good
2021-11-29 19:20,FH21101008,pH,7,pH,Good
2021-11-29 19:25,FH21101008,pH,6,pH,Good
2021-11-29 19:30,FH21101008,pH,6,pH,Good
2021-11-29 19:35,FH21101008,pH,6,pH,Good
2021-11-29 19:40,FH21101008,pH,7,pH,Good
2021-11-29 19:45,FH21101008,pH,6,pH,Good
2021-11-29 19:50,FH21101008,pH,7,pH,Good
2021-11-29 19:55,FH21101008,pH,6,pH,Good
2021-11-29 20:00,FH21101008,pH,7,pH,Good
2021-11-29 20:05,FH21101008,pH,7,pH,Good
2021-11-29 20:10,FH21101008,pH,8,pH,Good
2021-11-29 20:15,FH21101008,pH,6,pH,Good
2021-11-29 20:20,FH21101008,pH,7,pH,Good
2021-11-29 20:25,FH21101008,pH,6,pH,Good
2021-11-29 20:30,FH21101008,pH,6,pH,Good
2021-11-29 20:35,FH21101008,pH,8,pH,Good
2021-11-29 20:40,FH21101008,pH,6,pH,Good
2021-11-29 20:45,FH21101008,pH,7,pH,Good
2021-11-29 20:50,FH21101008,pH,7,pH,Good
2021-11-29 21:30,FH21101008,pH,7,pH,Good
2021-11-29 21:35,FH21101008,pH,6,pH,Good
2021-11-29 21:40,FH21101008,pH,6,pH,Good
2021-11-29 21:45,FH21101008,pH,5,pH,Good
2021-11-29 21:50,FH21101008,pH,5,pH,Good
2021-11-29 21:55,FH21101008,pH,6,pH,Good
2021-11-29 22:00,FH21101008,pH,7,pH,Good
2021-11-29 22:05,FH21101008,pH,5,pH,Good
2021-11-29 22:10,FH21101008,pH,6,pH,Good
2021-11-29 22:15,FH21101008,pH,5,pH,Good
2021-11-29 22:20,FH21101008,pH,6,pH,Good
2021-11-29 22:25,FH21101008,pH,7,pH,Good
2021-11-29 22:30,FH21101008,pH,8,pH,Good
2021-11-29 22:35,FH21101008,pH,8,pH,Good
2021-11-29 22:40,FH21101008,pH,5,pH,Good
2021-11-29 22:45,FH21101008,pH,8,pH,Good
2021-11-29 22:50,FH21101008,pH,5,pH,Good
2021-11-29 22:55,FH21101008,pH,7,pH,Good
2021-11-29 23:00,FH21101008,pH,6,pH,Good
2021-11-29 23:05,FH21101008,pH,7,pH,Good
2021-11-29 23:10,FH21101008,pH,8,pH,Good
2021-11-29 23:15,FH21101008,pH,8,pH,Good
2021-11-29 23:20,FH21101008,pH,6,pH,Good
2021-11-29 23:25,FH21101008,pH,7,pH,Good
2021-11-29 23:30,FH21101008,pH,8,pH,Good
2021-11-29 23:35,FH21101008,pH,6,pH,Good
2021-11-29 23:40,FH21101008,pH,8,pH,Good
2021-11-29 23:45,FH21101008,pH,8,pH,Good
2021-11-29 23:50,FH21101008,pH,8,pH,Good
2021-11-29 23:55,FH21101008,pH,8,pH,Good
2021-11-29 15:35,FH21101008,Temperature,26,oC,Good
2021-11-29 15:40,FH21101008,Temperature,25,oC,Good
2021-11-29 15:45,FH21101008,Temperature,27,oC,Good
2021-11-29 15:50,FH21101008,Temperature,26,oC,Good
2021-11-29 15:55,FH21101008,Temperature,25,oC,Good
2021-11-29 16:00,FH21101008,Temperature,26,oC,Good
2021-11-29 16:05,FH21101008,Temperature,27,oC,Good
2021-11-29 16:10,FH21101008,Temperature,25,oC,Good
2021-11-29 16:15,FH21101008,Temperature,26,oC,Good
2021-11-29 16:20,FH21101008,Temperature,27,oC,Good
2021-11-29 16:25,FH21101008,Temperature,26,oC,Good
2021-11-29 16:30,FH21101008,Temperature,26,oC,Good
2021-11-29 16:35,FH21101008,Temperature,25,oC,Good
2021-11-29 16:40,FH21101008,Temperature,27,oC,Good
2021-11-29 16:45,FH21101008,Temperature,25,oC,Good
2021-11-29 16:50,FH21101008,Temperature,27,oC,Good
2021-11-29 16:55,FH21101008,Temperature,25,oC,Good
2021-11-29 17:00,FH21101008,Temperature,25,oC,Good
2021-11-29 17:05,FH21101008,Temperature,26,oC,Good
2021-11-29 17:10,FH21101008,Temperature,26,oC,Good
2021-11-29 17:15,FH21101008,Temperature,26,oC,Good
2021-11-29 17:20,FH21101008,Temperature,26,oC,Good
2021-11-29 17:25,FH21101008,Temperature,27,oC,Good
2021-11-29 17:30,FH21101008,Temperature,26,oC,Good
2021-11-29 17:35,FH21101008,Temperature,26,oC,Good
2021-11-29 17:40,FH21101008,Temperature,26,oC,Good
2021-11-29 17:45,FH21101008,Temperature,26,oC,Good
2021-11-29 17:50,FH21101008,Temperature,25,oC,Good
2021-11-29 17:55,FH21101008,Temperature,26,oC,Good
2021-11-29 18:00,FH21101008,Temperature,27,oC,Good
2021-11-29 18:05,FH21101008,Temperature,25,oC,Good
2021-11-29 18:10,FH21101008,Temperature,25,oC,Good
2021-11-29 18:15,FH21101008,Temperature,26,oC,Good
2021-11-29 18:20,FH21101008,Temperature,26,oC,Good
2021-11-29 18:25,FH21101008,Temperature,25,oC,Good
2021-11-29 18:30,FH21101008,Temperature,26,oC,Good
2021-11-29 18:35,FH21101008,Temperature,26,oC,Good
2021-11-29 18:40,FH21101008,Temperature,27,oC,Good
2021-11-29 18:45,FH21101008,Temperature,26,oC,Good
2021-11-29 18:50,FH21101008,Temperature,26,oC,Good
2021-11-29 18:55,FH21101008,Temperature,26,oC,Good
2021-11-29 19:00,FH21101008,Temperature,25,oC,Good
2021-11-29 19:05,FH21101008,Temperature,25,oC,Good
2021-11-29 19:10,FH21101008,Temperature,26,oC,Good
2021-11-29 19:15,FH21101008,Temperature,25,oC,Good
2021-11-29 19:20,FH21101008,Temperature,26,oC,Good
2021-11-29 19:25,FH21101008,Temperature,27,oC,Good
2021-11-29 19:30,FH21101008,Temperature,27,oC,Good
2021-11-29 19:35,FH21101008,Temperature,27,oC,Good
2021-11-29 19:40,FH21101008,Temperature,26,oC,Good
2021-11-29 19:45,FH21101008,Temperature,26,oC,Good
2021-11-29 19:50,FH21101008,Temperature,27,oC,Good
2021-11-29 19:55,FH21101008,Temperature,27,oC,Good
2021-11-29 20:00,FH21101008,Temperature,25,oC,Good
2021-11-29 20:05,FH21101008,Temperature,27,oC,Good
2021-11-29 20:10,FH21101008,Temperature,27,oC,Good
2021-11-29 20:15,FH21101008,Temperature,27,oC,Good
2021-11-29 20:20,FH21101008,Temperature,26,oC,Good
2021-11-29 20:25,FH21101008,Temperature,26,oC,Good
2021-11-29 20:30,FH21101008,Temperature,26,oC,Good
2021-11-29 20:35,FH21101008,Temperature,25,oC,Good
2021-11-29 20:40,FH21101008,Temperature,25,oC,Good
2021-11-29 20:45,FH21101008,Temperature,26,oC,Good
2021-11-29 20:50,FH21101008,Temperature,25,oC,Good
2021-11-29 21:30,FH21101008,Temperature,26,oC,Good
2021-11-29 21:35,FH21101008,Temperature,26,oC,Good
2021-11-29 21:40,FH21101008,Temperature,25,oC,Good
2021-11-29 21:45,FH21101008,Temperature,26,oC,Good
2021-11-29 21:50,FH21101008,Temperature,26,oC,Good
2021-11-29 21:55,FH21101008,Temperature,27,oC,Good
2021-11-29 22:00,FH21101008,Temperature,26,oC,Good
2021-11-29 22:05,FH21101008,Temperature,26,oC,Good
2021-11-29 22:10,FH21101008,Temperature,27,oC,Good
2021-11-29 22:15,FH21101008,Temperature,26,oC,Good
2021-11-29 22:20,FH21101008,Temperature,26,oC,Good
2021-11-29 22:25,FH21101008,Temperature,25,oC,Good
2021-11-29 22:30,FH21101008,Temperature,25,oC,Good
2021-11-29 22:35,FH21101008,Temperature,25,oC,Good
2021-11-29 22:40,FH21101008,Temperature,25,oC,Good
2021-11-29 22:45,FH21101008,Temperature,25,oC,Good
2021-11-29 22:50,FH21101008,Temperature,26,oC,Good
2021-11-29 22:55,FH21101008,Temperature,26,oC,Good
2021-11-29 23:00,FH21101008,Temperature,27,oC,Good
2021-11-29 23:05,FH21101008,Temperature,27,oC,Good
2021-11-29 23:10,FH21101008,Temperature,26,oC,Good
2021-11-29 23:15,FH21101008,Temperature,27,oC,Good
2021-11-29 23:20,FH21101008,Temperature,26,oC,Good
2021-11-29 23:25,FH21101008,Temperature,26,oC,Good
2021-11-29 23:30,FH21101008,Temperature,25,oC,Good
2021-11-29 23:35,FH21101008,Temperature,26,oC,Good
2021-11-29 23:40,FH21101008,Temperature,26,oC,Good
2021-11-29 23:45,FH21101008,Temperature,25,oC,Good
2021-11-29 23:50,FH21101008,Temperature,26,oC,Good
2021-11-29 23:55,FH21101008,Temperature,26,oC,Good
2021-11-29 15:35,FH21101008,TVOC,58,ppm,Good
2021-11-29 15:40,FH21101008,TVOC,34,ppm,Good
2021-11-29 15:45,FH21101008,TVOC,53,ppm,Good
2021-11-29 15:50,FH21101008,TVOC,51,ppm,Good
2021-11-29 15:55,FH21101008,TVOC,49,ppm,Good
2021-11-29 16:00,FH21101008,TVOC,55,ppm,Good
2021-11-29 16:05,FH21101008,TVOC,50,ppm,Good
2021-11-29 16:10,FH21101008,TVOC,36,ppm,Good
2021-11-29 16:15,FH21101008,TVOC,53,ppm,Good
2021-11-29 16:20,FH21101008,TVOC,24,ppm,Good
2021-11-29 16:25,FH21101008,TVOC,49,ppm,Good
2021-11-29 16:30,FH21101008,TVOC,48,ppm,Good
2021-11-29 16:35,FH21101008,TVOC,44,ppm,Good
2021-11-29 16:40,FH21101008,TVOC,58,ppm,Good
2021-11-29 16:45,FH21101008,TVOC,61,ppm,Good
2021-11-29 16:50,FH21101008,TVOC,56,ppm,Good
2021-11-29 16:55,FH21101008,TVOC,37,ppm,Good
2021-11-29 17:00,FH21101008,TVOC,32,ppm,Good
2021-11-29 17:05,FH21101008,TVOC,39,ppm,Good
2021-11-29 17:10,FH21101008,TVOC,57,ppm,Good
2021-11-29 17:15,FH21101008,TVOC,61,ppm,Good
2021-11-29 17:20,FH21101008,TVOC,28,ppm,Good
2021-11-29 17:25,FH21101008,TVOC,30,ppm,Good
2021-11-29 17:30,FH21101008,TVOC,59,ppm,Good
2021-11-29 17:35,FH21101008,TVOC,28,ppm,Good
2021-11-29 17:40,FH21101008,TVOC,25,ppm,Good
2021-11-29 17:45,FH21101008,TVOC,46,ppm,Good
2021-11-29 17:50,FH21101008,TVOC,55,ppm,Good
2021-11-29 17:55,FH21101008,TVOC,56,ppm,Good
2021-11-29 18:00,FH21101008,TVOC,61,ppm,Good
2021-11-29 18:05,FH21101008,TVOC,34,ppm,Good
2021-11-29 18:10,FH21101008,TVOC,55,ppm,Good
2021-11-29 18:15,FH21101008,TVOC,26,ppm,Good
2021-11-29 18:20,FH21101008,TVOC,26,ppm,Good
2021-11-29 18:25,FH21101008,TVOC,38,ppm,Good
2021-11-29 18:30,FH21101008,TVOC,48,ppm,Good
2021-11-29 18:35,FH21101008,TVOC,60,ppm,Good
2021-11-29 18:40,FH21101008,TVOC,30,ppm,Good
2021-11-29 18:45,FH21101008,TVOC,37,ppm,Good
2021-11-29 18:50,FH21101008,TVOC,32,ppm,Good
2021-11-29 18:55,FH21101008,TVOC,30,ppm,Good
2021-11-29 19:00,FH21101008,TVOC,44,ppm,Good
2021-11-29 19:05,FH21101008,TVOC,41,ppm,Good
2021-11-29 19:10,FH21101008,TVOC,24,ppm,Good
2021-11-29 19:15,FH21101008,TVOC,43,ppm,Good
2021-11-29 19:20,FH21101008,TVOC,51,ppm,Good
2021-11-29 19:25,FH21101008,TVOC,31,ppm,Good
2021-11-29 19:30,FH21101008,TVOC,57,ppm,Good
2021-11-29 19:35,FH21101008,TVOC,59,ppm,Good
2021-11-29 19:40,FH21101008,TVOC,44,ppm,Good
2021-11-29 19:45,FH21101008,TVOC,35,ppm,Good
2021-11-29 19:50,FH21101008,TVOC,26,ppm,Good
2021-11-29 19:55,FH21101008,TVOC,38,ppm,Good
2021-11-29 20:00,FH21101008,TVOC,38,ppm,Good
2021-11-29 20:05,FH21101008,TVOC,46,ppm,Good
2021-11-29 20:10,FH21101008,TVOC,30,ppm,Good
2021-11-29 20:15,FH21101008,TVOC,49,ppm,Good
2021-11-29 20:20,FH21101008,TVOC,58,ppm,Good
2021-11-29 20:25,FH21101008,TVOC,57,ppm,Good
2021-11-29 20:30,FH21101008,TVOC,46,ppm,Good
2021-11-29 20:35,FH21101008,TVOC,55,ppm,Good
2021-11-29 20:40,FH21101008,TVOC,61,ppm,Good
2021-11-29 20:45,FH21101008,TVOC,29,ppm,Good
2021-11-29 20:50,FH21101008,TVOC,43,ppm,Good
2021-11-29 21:30,FH21101008,TVOC,54,ppm,Good
2021-11-29 21:35,FH21101008,TVOC,33,ppm,Good
2021-11-29 21:40,FH21101008,TVOC,60,ppm,Good
2021-11-29 21:45,FH21101008,TVOC,25,ppm,Good
2021-11-29 21:50,FH21101008,TVOC,37,ppm,Good
2021-11-29 21:55,FH21101008,TVOC,50,ppm,Good
2021-11-29 22:00,FH21101008,TVOC,35,ppm,Good
2021-11-29 22:05,FH21101008,TVOC,28,ppm,Good
2021-11-29 22:10,FH21101008,TVOC,55,ppm,Good
2021-11-29 22:15,FH21101008,TVOC,56,ppm,Good
2021-11-29 22:20,FH21101008,TVOC,43,ppm,Good
2021-11-29 22:25,FH21101008,TVOC,28,ppm,Good
2021-11-29 22:30,FH21101008,TVOC,56,ppm,Good
2021-11-29 22:35,FH21101008,TVOC,32,ppm,Good
2021-11-29 22:40,FH21101008,TVOC,56,ppm,Good
2021-11-29 22:45,FH21101008,TVOC,42,ppm,Good
2021-11-29 22:50,FH21101008,TVOC,45,ppm,Good
2021-11-29 22:55,FH21101008,TVOC,26,ppm,Good
2021-11-29 23:00,FH21101008,TVOC,55,ppm,Good
2021-11-29 23:05,FH21101008,TVOC,49,ppm,Good
2021-11-29 23:10,FH21101008,TVOC,46,ppm,Good
2021-11-29 23:15,FH21101008,TVOC,30,ppm,Good
2021-11-29 23:20,FH21101008,TVOC,58,ppm,Good
2021-11-29 23:25,FH21101008,TVOC,25,ppm,Good
2021-11-29 23:30,FH21101008,TVOC,31,ppm,Good
2021-11-29 23:35,FH21101008,TVOC,59,ppm,Good
2021-11-29 23:40,FH21101008,TVOC,38,ppm,Good
2021-11-29 23:45,FH21101008,TVOC,48,ppm,Good
2021-11-29 23:50,FH21101008,TVOC,29,ppm,Good
2021-11-29 23:55,FH21101008,TVOC,54,ppm,Good
2021-11-29 15:35,FH21101008,Velocity,1,m/s,Good
2021-11-29 15:40,FH21101008,Velocity,0,m/s,Good
2021-11-29 15:45,FH21101008,Velocity,1,m/s,Good
2021-11-29 15:50,FH21101008,Velocity,1,m/s,Good
